"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to stimulus","GO:0050896","9.405203925852761e-12","11.026631783535992","9081","129","99","21110","IFI44L,S100A12,APOA1,APOA4,APOC3,MUC5AC,DMBT1,HLA-DQB1,FABP4,IGHG1,APOA2,HP,EZR,NAMPT,IGHM,HLA-DRB1,LCN2,BPI,LRG1,HSPG2,GZMA,ANXA3,S100A8,RBP4,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,CST7,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,MMP9,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,MSRA,SASH1,TSPAN2,TSPEAR,OAS3,CD177,IGLV3-21,IGHV3-30,SPP1,PRTN3,IGHG4,AREG,RND3,CCL3,SPON2,IL1R2,IGHA1,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2,SAA1,CRP,CFH,ORM1,SERPINA3,TF,APOB,SERPINA1,KNG1,C9,KLRD1,PTGDS,OLFM4,USP18,GLUL,PPBP,IGLC3,ACTB"
"GO:BP","endocytosis","GO:0006897","9.777043423145068e-12","11.009792455962742","798","129","29","21110","APOA1,APOC3,SFTPA1,DMBT1,IGHG1,APOA2,EZR,IGHM,APOC2,HSPG2,ANXA3,ITGAM,NCF4,PTPRC,CXCR1,FCGR1A,ANXA2,ANXA1,CD36,CD177,IGHV3-30,PRTN3,IGHG4,SPON2,IGHA1,CRP,TF,IGLC3,ACTB"
"GO:BP","humoral immune response","GO:0006959","1.2743876411122806e-11","10.894698448932258","323","128","20","21110","S100A12,DMBT1,IGHG1,IGHM,HLA-DRB1,PTPRC,GAPDH,CD59,IGHV3-30,PRTN3,IGHG4,SPON2,IGHA1,PF4,CD83,CFH,TF,C9,PPBP,IGLC3"
"GO:BP","regulation of cytokine production","GO:0001817","2.325496284945602e-11","10.63348434995118","739","113","26","21110","APOA1,APOA2,EZR,HLA-DRB1,BPI,PTPRC,HLA-DPB1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,STAT1,PDE4B,CD36,IRAK3,OAS3,CCL3,SPON2,IL1R2,PF4,MMP8,CD83,SAA1,CRP,ORM1"
"GO:BP","cytokine production","GO:0001816","2.810095283609435e-11","10.551278953958187","745","113","26","21110","APOA1,APOA2,EZR,HLA-DRB1,BPI,PTPRC,HLA-DPB1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,STAT1,PDE4B,CD36,IRAK3,OAS3,CCL3,SPON2,IL1R2,PF4,MMP8,CD83,SAA1,CRP,ORM1"
"GO:BP","regulation of molecular function","GO:0065009","3.034410712289138e-11","10.517925637125774","2586","74","36","21110","S100A12,APOA1,APOA4,APOC3,FABP4,APOA2,HP,APOC2,HLA-DRB1,GZMA,ANXA3,S100A8,ITGAM,PTPRC,CCL5,CD74,FCGR1A,CST7,GAPDH,RALGAPA2,ANXA2,ANXA1,HSPA1A,HSP90B1,PPIA,PSME2,MMP9,STOM,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","positive regulation of metabolic process","GO:0009893","5.571073034605073e-11","10.254061148071152","3848","116","57","21110","S100A12,APOA1,APOA4,FABP4,APOA2,EZR,NAMPT,APOC2,HLA-DRB1,LCN2,ANXA3,S100A8,RBP4,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,PPIA,PSME2,MMP9,PKM,STAT1,PRDX6,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,HEATR1,OAS3,CD177,MAFF,SPP1,AREG,CCL3,SPON2,IGHA1,PF4,MMP8,CD83,SAA1,CRP,ORM1,TF,APOB"
"GO:BP","granulocyte chemotaxis","GO:0071621","9.116119281330511e-11","10.040190000858411","131","127","14","21110","S100A12,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1,PPBP"
"GO:BP","phagocytosis","GO:0006909","9.719487809978372e-11","10.012356620584116","315","111","18","21110","APOA1,SFTPA1,IGHG1,APOA2,IGHM,ANXA3,ITGAM,NCF4,PTPRC,FCGR1A,ANXA1,CD36,IGHV3-30,PRTN3,IGHG4,SPON2,IGHA1,CRP"
"GO:BP","neutrophil chemotaxis","GO:0030593","1.235276976837607e-10","9.908235652910085","106","127","13","21110","S100A12,S100A8,CCL5,CXCR1,CD74,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1,PPBP"
"GO:BP","regulation of catalytic activity","GO:0050790","1.4954730890020803e-10","9.82522139767984","1840","118","39","21110","S100A12,APOA1,APOA4,APOC3,FABP4,APOA2,HP,APOC2,HLA-DRB1,GZMA,S100A8,ITGAM,PTPRC,CCL5,CD74,FCGR1A,CST7,GAPDH,RALGAPA2,ANXA1,HSPA1A,HSP90B1,PPIA,PSME2,MMP9,PRKAG2,IRAK3,CEBPA,ACSL1,SASH1,OAS3,PRTN3,AREG,CCL3,CCL4,XCL2,SERPINA3,SERPINA1,KNG1"
"GO:BP","very-low-density lipoprotein particle remodeling","GO:0034372","3.338577513396023e-10","9.476438536084872","12","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","triglyceride-rich lipoprotein particle remodeling","GO:0034370","3.338577513396023e-10","9.476438536084872","12","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","defense response to bacterium","GO:0042742","4.0065181816525053e-10","9.397232882082202","388","128","20","21110","S100A12,DMBT1,IGHG1,HP,IGHM,LCN2,BPI,ANXA3,S100A8,FCGR1A,CD36,OAS3,IGHV3-30,IGHG4,SPON2,IGHA1,CRP,TF,PPBP,IGLC3"
"GO:BP","positive regulation of immune response","GO:0050778","4.0502604150107327e-10","9.392517052546749","730","128","26","21110","IGHG1,EZR,IGHM,HLA-DRB1,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,FCGR1A,HLA-DRA,ANXA1,HSPA1A,CD59,PDE4B,CD36,IRAK3,OAS3,CD177,IGHV3-30,IGHG4,IGHA1,CFH,C9,KLRD1,IGLC3"
"GO:BP","positive regulation of leukocyte activation","GO:0002696","6.45831113251717e-10","9.189881036451022","446","129","21","21110","IGHG1,IGHM,HLA-DRB1,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,MMP8,CD83,IGLC3,ACTB"
"GO:BP","vesicle-mediated transport","GO:0016192","6.589664597285175e-10","9.181136689693579","1654","129","38","21110","APOA1,APOC3,SFTPA1,DMBT1,IGHG1,APOA2,EZR,IGHM,APOC2,HSPG2,ANXA3,ITGAM,NCF4,PTPRC,CCL5,CXCR1,NKG7,FCGR1A,ANXA2,ANXA1,HSPA1A,RAB10,CD36,ACSL3,SLC18A1,TMCC1,CD177,IGHV3-30,PRTN3,IGHG4,CCL3,SPON2,IGHA1,CRP,TF,PTGDS,IGLC3,ACTB"
"GO:BP","leukocyte mediated immunity","GO:0002443","8.100467057314715e-10","9.09148993981682","455","128","21","21110","IGHG1,IGHM,HLA-DRB1,ANXA3,ITGAM,PTPRC,NKG7,CD74,FCGR1A,HLA-DRA,KLRB1,CD177,IGHV3-30,IGHG4,CCL3,SPON2,IGHA1,C9,KLRD1,PTGDS,IGLC3"
"GO:BP","phospholipid efflux","GO:0033700","8.430518813371263e-10","9.074145698109408","14","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of defense response","GO:0031347","1.2395891771173032e-9","8.90672222425169","726","124","25","21110","S100A12,APOA1,FABP4,HLA-DRB1,S100A8,PTPRC,CCL5,NKG7,FCGR1A,CST7,KLRB1,ANXA1,HSPA1A,MMP9,STAT1,CD36,IRAK3,CEBPA,OAS3,CCL3,MMP8,SAA1,CFH,KLRD1,USP18"
"GO:BP","positive regulation of cell activation","GO:0050867","1.2714830845375647e-9","8.895689413184584","462","129","21","21110","IGHG1,IGHM,HLA-DRB1,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,MMP8,CD83,IGLC3,ACTB"
"GO:BP","cell killing","GO:0001906","1.3293324431215523e-9","8.87636639591319","189","51","11","21110","S100A12,IGHG1,HLA-DRB1,ITGAM,PTPRC,NKG7,FCGR1A,HLA-DRA,GAPDH,KLRB1,CD59"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","1.3948277822225562e-9","8.855479410919099","1110","122","30","21110","APOA1,APOA4,APOC3,APOA2,EZR,APOC2,HLA-DRB1,BPI,HSPG2,RBP4,PTPRC,CD74,CST7,ANXA2,ANXA1,STAT1,YWHAH,PDE4B,IRAK3,CEBPA,OAS3,SPP1,CCL3,IL1R2,PF4,MMP8,CD83,ORM1,KNG1,PTGDS"
"GO:BP","regulation of immune response","GO:0050776","1.5657670249039626e-9","8.805272857428571","912","128","28","21110","IGHG1,EZR,IGHM,HLA-DRB1,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,FCGR1A,HLA-DRA,KLRB1,ANXA1,HSPA1A,CD59,PDE4B,CD36,IRAK3,OAS3,CD177,IGHV3-30,IGHG4,IGHA1,CFH,C9,KLRD1,USP18,IGLC3"
"GO:BP","positive regulation of cytokine production","GO:0001819","1.8595753610714598e-9","8.730586216748788","481","113","20","21110","APOA2,PTPRC,HLA-DPB1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,STAT1,PDE4B,CD36,IRAK3,OAS3,CCL3,SPON2,PF4,MMP8,CD83,SAA1,ORM1"
"GO:BP","myeloid leukocyte migration","GO:0097529","2.463090897262014e-9","8.608519560775232","242","127","16","21110","S100A12,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CD177,PRTN3,CCL3,PF4,CCL4,XCL2,SAA1,PPBP"
"GO:BP","regulation of leukocyte activation","GO:0002694","3.050127131497182e-9","8.51568205856894","661","129","24","21110","IGHG1,IGHM,HLA-DRB1,BPI,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,CST7,ANXA1,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,MMP8,CD83,KLRD1,IGLC3,ACTB"
"GO:BP","cell activation","GO:0001775","3.323885127608198e-9","8.478353993704996","1157","129","31","21110","S100A12,IGHG1,IGHM,HLA-DRB1,BPI,ANXA3,ITGAM,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,CST7,ANXA1,PPIA,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,PF4,MMP8,CD83,SAA1,KLRD1,PTGDS,IGLC3,ACTB"
"GO:BP","reverse cholesterol transport","GO:0043691","3.600621828390884e-9","8.44362248997769","18","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of response to stimulus","GO:0048583","6.624130920704508e-9","8.17887109265167","4013","129","59","21110","S100A12,APOA1,APOC3,FABP4,IGHG1,EZR,IGHM,HLA-DRB1,LRG1,S100A8,ITGAM,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,FCGR1A,HLA-DRA,CST7,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,STAT1,PDE4B,CD36,IRAK3,CEBPA,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,SPP1,IGHG4,AREG,CCL3,IL1R2,IGHA1,LY6E,PF4,CCL4,MMP8,DUSP2,XCL2,SAA1,CFH,KNG1,C9,KLRD1,USP18,IGLC3,ACTB"
"GO:BP","positive regulation of gene expression","GO:0010628","7.023026299571074e-9","8.153475705250635","1165","116","29","21110","APOA2,EZR,RBP4,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,GAPDH,ANXA2,ANXA1,HSPA1A,PKM,STAT1,PRDX6,PDE4B,CD36,IRAK3,CEBPA,OAS3,CCL3,SPON2,PF4,MMP8,CD83,SAA1,CRP,ORM1,APOB"
"GO:BP","regulation of response to stress","GO:0080134","7.298902822998235e-9","8.136742418472629","1438","129","34","21110","S100A12,APOA1,FABP4,EZR,HLA-DRB1,S100A8,PTPRC,CCL5,NKG7,CD74,FCGR1A,CST7,KLRB1,MUC1,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,STAT1,CD36,IRAK3,CEBPA,SASH1,OAS3,SPP1,CCL3,MMP8,SAA1,CFH,KNG1,KLRD1,USP18,ACTB"
"GO:BP","regulation of immune effector process","GO:0002697","7.867837964887948e-9","8.104144592789263","373","121","18","21110","APOA1,APOA2,HLA-DRB1,RBP4,ITGAM,PTPRC,CD74,FCGR1A,HLA-DRA,KLRB1,ANXA1,CD59,CD36,IRAK3,CD177,SPON2,CFH,KLRD1"
"GO:BP","regulation of very-low-density lipoprotein particle remodeling","GO:0010901","9.55664376772525e-9","8.019694602397086","6","18","4","21110","APOA1,APOC3,APOA2,APOC2"
"GO:BP","positive regulation of response to stimulus","GO:0048584","9.614994855404243e-9","8.01705094379889","2283","129","43","21110","S100A12,APOA1,FABP4,IGHG1,EZR,IGHM,HLA-DRB1,LRG1,S100A8,ITGAM,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,FCGR1A,HLA-DRA,GAPDH,ANXA1,HSPA1A,CD59,PPIA,MMP9,PDE4B,CD36,IRAK3,CEBPA,SASH1,OAS3,CD177,IGHV3-30,IGHG4,AREG,CCL3,IGHA1,CCL4,MMP8,XCL2,CFH,C9,KLRD1,IGLC3,ACTB"
"GO:BP","regulation of plasma lipoprotein particle levels","GO:0097006","1.0163317467836412e-8","7.992964508311299","71","116","10","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ANXA2,CD36,ACSL3,PLTP,APOB"
"GO:BP","response to organic substance","GO:0010033","1.1211806256046168e-8","7.950324415608241","2809","129","48","21110","APOA1,APOA4,DMBT1,FABP4,APOA2,HP,EZR,HLA-DRB1,BPI,ANXA3,S100A8,RBP4,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,HSP90B1,MMP9,PKM,STAT1,RAB10,YWHAH,PDE4B,CD36,IRAK3,CEBPA,ACSL1,SASH1,OAS3,SPP1,AREG,CCL3,SPON2,IL1R2,PF4,CCL4,CD83,XCL2,APOB,PTGDS,USP18,GLUL,PPBP,ACTB"
"GO:BP","regulation of transport","GO:0051049","1.304825827540292e-8","7.88444745551835","1771","98","32","21110","APOA1,APOA4,APOC3,APOA2,EZR,APOC2,HLA-DRB1,S100A8,RBP4,ITGAM,PTPRC,CCL5,CD74,FCGR1A,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,STOM,RAB10,YWHAH,PDE4B,PRKAG2,CD36,ACSL1,ACSL3,CD177,SPP1,PLTP,PRTN3,CCL3"
"GO:BP","regulation of cell activation","GO:0050865","1.638071880257296e-8","7.785667044874642","716","129","24","21110","IGHG1,IGHM,HLA-DRB1,BPI,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,CST7,ANXA1,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,MMP8,CD83,KLRD1,IGLC3,ACTB"
"GO:BP","leukocyte activation","GO:0045321","2.2771829351337615e-8","7.642602079385789","1012","129","28","21110","S100A12,IGHG1,IGHM,HLA-DRB1,BPI,ANXA3,ITGAM,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,CST7,ANXA1,CEBPA,CD177,IGHV3-30,IGHG4,CCL3,IGHA1,MMP8,CD83,KLRD1,PTGDS,IGLC3,ACTB"
"GO:BP","positive regulation of cellular process","GO:0048522","4.1301833260762585e-8","7.38403067092561","5615","129","70","21110","S100A12,APOA1,APOA4,IGHG1,APOA2,HP,EZR,NAMPT,IGHM,APOC2,HLA-DRB1,LRG1,GZMA,ANXA3,S100A8,RBP4,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,CST7,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,STOM,PKM,STAT1,PRDX6,YWHAH,PRKAG2,CD36,CEBPA,ACSL1,ACSL3,SASH1,MPP7,HEATR1,CD177,MAFF,IGHV3-30,SPP1,PRTN3,IGHG4,AREG,CCL3,IGHA1,PF4,CCL4,MMP8,CD83,XCL2,SAA1,CRP,TF,APOB,KNG1,KLRD1,OLFM4,GLUL,PPBP,IGLC3,ACTB"
"GO:BP","cellular response to chemical stimulus","GO:0070887","5.63045694006969e-8","7.249456358523762","2722","129","46","21110","S100A12,APOA1,APOA4,FABP4,HP,EZR,HLA-DRB1,BPI,S100A8,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,CD36,IRAK3,CEBPA,ACSL1,MSRA,SASH1,OAS3,SPP1,CCL3,SPON2,IL1R2,PF4,CCL4,XCL2,SAA1,TF,APOB,USP18,PPBP,ACTB"
"GO:BP","plasma lipoprotein particle remodeling","GO:0034369","5.9518793299841195e-8","7.2253458823770425","30","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","protein-lipid complex remodeling","GO:0034368","5.9518793299841195e-8","7.2253458823770425","30","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","phagocytosis, recognition","GO:0006910","6.283535652945843e-8","7.201795916377845","104","128","11","21110","SFTPA1,IGHG1,IGHM,FCGR1A,CD36,IGHV3-30,IGHG4,SPON2,IGHA1,CRP,IGLC3"
"GO:BP","protein-containing complex remodeling","GO:0034367","8.401994946089393e-8","7.075617584031798","32","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","GO:0002504","1.0213458848938172e-7","6.990827156578976","37","39","6","21110","HLA-DQB1,HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA"
"GO:BP","multicellular organismal process","GO:0032501","1.0921201511927972e-7","6.961729579461377","7716","118","78","21110","S100A12,APOA1,APOA4,APOC3,SFTPA1,FABP4,IGHG1,APOA2,EZR,IGHM,APOC2,HLA-DRB1,LCN2,BPI,LRG1,HSPG2,ANXA3,S100A8,RBP4,BASP1,ITGAM,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,CST7,GAPDH,ANXA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,PKM,STAT1,RAB10,YWHAH,SLC2A3,PDE4B,CD36,FAAH,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,TSPAN2,TSPEAR,OAS3,CD177,MAFF,MYH1,SFTPB,IGHV3-30,SPP1,PLTP,IGHG4,AREG,CCL3,SPON2,IL1R2,IGHA1,PF4,MMP8,CD83,DUSP2,XCL2,SAA1,CRP,ORM1,SERPINA3,TF,APOB,SERPINA1,KNG1"
"GO:BP","regulation of inflammatory response","GO:0050727","1.2338140340260526e-7","6.908750294178431","374","124","17","21110","S100A12,APOA1,FABP4,HLA-DRB1,S100A8,PTPRC,CCL5,NKG7,FCGR1A,CST7,ANXA1,MMP9,CEBPA,CCL3,MMP8,SAA1,USP18"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","1.2503884836084066e-7","6.90295503493157","402","48","12","21110","APOA4,EZR,HLA-DRB1,LRG1,S100A8,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","cholesterol homeostasis","GO:0042632","1.2649108719574385e-7","6.897940074631047","87","18","6","21110","APOA1,APOA4,APOC3,FABP4,APOA2,APOC2"
"GO:BP","regulation of localization","GO:0032879","1.33572922531272e-7","6.874281571704077","2115","116","37","21110","APOA1,APOA4,APOC3,APOA2,EZR,APOC2,HLA-DRB1,S100A8,RBP4,ITGAM,PTPRC,CCL5,CD74,FCGR1A,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,STOM,RAB10,YWHAH,PDE4B,PRKAG2,CD36,ACSL1,ACSL3,CD177,SPP1,PLTP,PRTN3,CCL3,CCL4,SAA1,CRP,TF,APOB"
"GO:BP","sterol homeostasis","GO:0055092","1.356802043440807e-7","6.867483511008353","88","18","6","21110","APOA1,APOA4,APOC3,FABP4,APOA2,APOC2"
"GO:BP","antigen processing and presentation of exogenous peptide antigen","GO:0002478","1.4295247773388142e-7","6.844808312801083","39","39","6","21110","HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA"
"GO:BP","positive regulation of molecular function","GO:0044093","1.6302851910015738e-7","6.78773641642776","1522","109","30","21110","S100A12,APOA1,APOA4,APOA2,APOC2,HLA-DRB1,ANXA3,S100A8,ITGAM,PTPRC,CCL5,CD74,FCGR1A,RALGAPA2,ANXA2,HSPA1A,PPIA,PSME2,MMP9,PRKAG2,CD36,IRAK3,ACSL1,SASH1,PRTN3,AREG,CCL3,CCL4,MMP8,XCL2"
"GO:BP","transport","GO:0006810","1.8089333753029e-7","6.74257742831495","4802","130","63","21110","APOA1,APOA4,APOC3,SFTPA1,DMBT1,FABP4,IGHG1,APOA2,EZR,IGHM,APOC2,HLA-DRB1,LCN2,HSPG2,ANXA3,S100A8,RBP4,ITGAM,NCF4,PTPRC,CCL5,CXCR1,NKG7,CD74,FCGR1A,ANXA2,SELENBP1,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,STOM,RAB10,YWHAH,SLC2A3,PDE4B,PRKAG2,CD36,ACSL1,ACSL3,SLC18A1,TMCC1,CD177,IGHV3-30,SPP1,PLTP,PRTN3,IGHG4,CCL3,SPON2,IGHA1,CCL4,SAA1,CRP,TF,APOB,PTGDS,GLUL,PPBP,IGLC3,ACTB,ATP6V0B"
"GO:BP","regulation of hydrolase activity","GO:0051336","1.9720312234829837e-7","6.70508621308699","969","118","25","21110","APOA1,APOA4,APOC3,APOA2,APOC2,GZMA,S100A8,PTPRC,CCL5,CST7,GAPDH,RALGAPA2,ANXA1,HSPA1A,HSP90B1,PSME2,MMP9,OAS3,PRTN3,CCL3,CCL4,XCL2,SERPINA3,SERPINA1,KNG1"
"GO:BP","regulation of lipid localization","GO:1905952","2.041929373925873e-7","6.689959283328792","165","116","12","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ANXA2,CD36,ACSL1,SPP1,PLTP,CRP,APOB"
"GO:BP","plasma lipoprotein particle organization","GO:0071827","2.0419563582391968e-7","6.689953544119058","45","116","8","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ACSL3,PLTP,APOB"
"GO:BP","myeloid leukocyte activation","GO:0002274","2.0487228277743056e-7","6.688516793434104","240","122","14","21110","S100A12,BPI,ANXA3,ITGAM,PTPRC,CCL5,CD74,CST7,ANXA1,CEBPA,CD177,CCL3,MMP8,PTGDS"
"GO:BP","high-density lipoprotein particle clearance","GO:0034384","2.0968887531637826e-7","6.67842460967232","11","18","4","21110","APOA1,APOC3,APOA2,APOC2"
"GO:BP","leukocyte mediated cytotoxicity","GO:0001909","2.507261011925215e-7","6.600800452584141","128","42","8","21110","IGHG1,HLA-DRB1,ITGAM,PTPRC,NKG7,FCGR1A,HLA-DRA,KLRB1"
"GO:BP","high-density lipoprotein particle remodeling","GO:0034375","2.7011754937554745e-7","6.568447199043314","16","13","4","21110","APOA1,APOA4,APOC3,APOA2"
"GO:BP","neutral lipid catabolic process","GO:0046461","2.734139076231243e-7","6.563179398142887","40","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","acylglycerol catabolic process","GO:0046464","2.734139076231243e-7","6.563179398142887","40","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","protein-lipid complex subunit organization","GO:0071825","3.5261266969682804e-7","6.452702087157043","48","116","8","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ACSL3,PLTP,APOB"
"GO:BP","leukocyte chemotaxis","GO:0030595","3.52893801537245e-7","6.452355969811785","240","127","14","21110","S100A12,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1,PPBP"
"GO:BP","leukocyte migration","GO:0050900","4.201831132330385e-7","6.376561405469039","396","110","16","21110","S100A12,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,MMP9,PDE4B,CD177,PRTN3,CCL3,PF4,CCL4,XCL2,SAA1"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","4.943674570490449e-7","6.305950125478285","3535","116","48","21110","S100A12,APOA2,EZR,NAMPT,HLA-DRB1,ANXA3,S100A8,RBP4,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,PPIA,PSME2,MMP9,PKM,STAT1,PRDX6,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1,HEATR1,OAS3,MAFF,SPP1,AREG,CCL3,SPON2,PF4,MMP8,CD83,SAA1,CRP,ORM1,TF,APOB"
"GO:BP","positive regulation of transport","GO:0051050","5.079251317426227e-7","6.294200298084742","921","129","25","21110","APOA1,APOA2,EZR,HLA-DRB1,S100A8,RBP4,ITGAM,PTPRC,CCL5,FCGR1A,ANXA2,ANXA1,PPIA,STOM,CD36,ACSL1,ACSL3,CD177,SPP1,PLTP,CCL3,CCL4,TF,GLUL,ACTB"
"GO:BP","antigen processing and presentation of exogenous antigen","GO:0019884","5.31224385707331e-7","6.274721997015324","48","39","6","21110","HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA"
"GO:BP","regulation of triglyceride catabolic process","GO:0010896","6.350440731169203e-7","6.1971961329013086","14","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","establishment of localization","GO:0051234","7.731113219418934e-7","6.111757966593766","4964","130","63","21110","APOA1,APOA4,APOC3,SFTPA1,DMBT1,FABP4,IGHG1,APOA2,EZR,IGHM,APOC2,HLA-DRB1,LCN2,HSPG2,ANXA3,S100A8,RBP4,ITGAM,NCF4,PTPRC,CCL5,CXCR1,NKG7,CD74,FCGR1A,ANXA2,SELENBP1,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,STOM,RAB10,YWHAH,SLC2A3,PDE4B,PRKAG2,CD36,ACSL1,ACSL3,SLC18A1,TMCC1,CD177,IGHV3-30,SPP1,PLTP,PRTN3,IGHG4,CCL3,SPON2,IGHA1,CCL4,SAA1,CRP,TF,APOB,PTGDS,GLUL,PPBP,IGLC3,ACTB,ATP6V0B"
"GO:BP","regulation of fatty acid biosynthetic process","GO:0042304","8.497611081013519e-7","6.070703149597988","42","48","6","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1"
"GO:BP","cell-cell adhesion","GO:0098609","9.704897612088075e-7","6.013009042113818","950","52","16","21110","APOA1,APOA4,EZR,HLA-DRB1,LRG1,S100A8,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA2,ANXA1,PPIA"
"GO:BP","lipid transport","GO:0006869","0.0000010710856917387314","5.970175782239542","435","92","15","21110","APOA1,APOA4,APOC3,SFTPA1,FABP4,APOA2,APOC2,RBP4,ANXA2,ANXA1,CD36,ACSL1,ACSL3,SPP1,PLTP"
