gene	Liao202134556700_gwas	Xu202134268393	Bhargava201728785034	Chen201627095254	Batra202236121875	Lu201729151698	Morrell201930990758	Liao202134556700_trans	maic_score	contributors
PRR4	0.0	0.0	1.1120775823682265	0.0	0.0	0.0	0.0	0.0	1.1120775823682265	PROTEOMICS/MASSSPEC: Bhargava201728785034
CRTAC1	0.0	0.0	1.1118139895512325	0.0	0.0	0.0	0.0	0.0	1.1118139895512325	PROTEOMICS/MASSSPEC: Bhargava201728785034
C4B	0.0	0.0	1.1115504759329566	0.0	0.0	0.0	0.0	0.0	1.1115504759329566	PROTEOMICS/MASSSPEC: Bhargava201728785034
C4B_2	0.0	0.0	1.111287035011529	0.0	0.0	0.0	0.0	0.0	1.111287035011529	PROTEOMICS/MASSSPEC: Bhargava201728785034
CD177	0.0	0.0	1.111023660818854	0.0	0.0	0.0	0.0	0.0	1.111023660818854	PROTEOMICS/MASSSPEC: Bhargava201728785034
MASP1	0.0	0.0	1.1107603478767913	0.0	0.0	0.0	0.0	0.0	1.1107603478767913	PROTEOMICS/MASSSPEC: Bhargava201728785034
PSME1	0.0	0.0	1.110497091156932	0.0	0.0	0.0	0.0	0.0	1.110497091156932	PROTEOMICS/MASSSPEC: Bhargava201728785034
LILRA3	0.0	0.0	1.1102338860436778	0.0	0.0	0.0	0.0	0.0	1.1102338860436778	PROTEOMICS/MASSSPEC: Bhargava201728785034
SHBG	0.0	0.0	1.1099707283003504	0.0	0.0	0.0	0.0	0.0	1.1099707283003504	PROTEOMICS/MASSSPEC: Bhargava201728785034
ALDH2	0.0	0.0	1.1097076140380848	0.0	0.0	0.0	0.0	0.0	1.1097076140380848	PROTEOMICS/MASSSPEC: Bhargava201728785034
SFTPD	0.0	0.0	1.1094445396872752	0.0	0.0	0.0	0.0	0.0	1.1094445396872752	PROTEOMICS/MASSSPEC: Bhargava201728785034
LGALS3BP	0.0	0.0	1.1091815019713642	0.0	0.0	0.0	0.0	0.0	1.1091815019713642	PROTEOMICS/MASSSPEC: Bhargava201728785034
MYL12A	0.0	0.0	1.108918497882786	0.0	0.0	0.0	0.0	0.0	1.108918497882786	PROTEOMICS/MASSSPEC: Bhargava201728785034
SRI	0.0	0.0	1.108655524660883	0.0	0.0	0.0	0.0	0.0	1.108655524660883	PROTEOMICS/MASSSPEC: Bhargava201728785034
FCN2	0.0	0.0	1.108392579771635	0.0	0.0	0.0	0.0	0.0	1.108392579771635	PROTEOMICS/MASSSPEC: Bhargava201728785034
ST6GALNAC1	0.0	0.0	1.1081296608890545	0.0	0.0	0.0	0.0	0.0	1.1081296608890545	PROTEOMICS/MASSSPEC: Bhargava201728785034
FN1	0.0	0.0	1.1078667658781072	0.0	0.0	0.0	0.0	0.0	1.1078667658781072	PROTEOMICS/MASSSPEC: Bhargava201728785034
NRP1	0.0	0.0	1.1076038927790355	0.0	0.0	0.0	0.0	0.0	1.1076038927790355	PROTEOMICS/MASSSPEC: Bhargava201728785034
SERPINB3	0.0	0.0	1.10734103979297	0.0	0.0	0.0	0.0	0.0	1.10734103979297	PROTEOMICS/MASSSPEC: Bhargava201728785034
CPN2	0.0	0.0	1.1070782052687198	0.0	0.0	0.0	0.0	0.0	1.1070782052687198	PROTEOMICS/MASSSPEC: Bhargava201728785034
ICAM3	0.0	0.0	1.1068153876906508	0.0	0.0	0.0	0.0	0.0	1.1068153876906508	PROTEOMICS/MASSSPEC: Bhargava201728785034
LCN1	0.0	0.0	1.1065525856675549	0.0	0.0	0.0	0.0	0.0	1.1065525856675549	PROTEOMICS/MASSSPEC: Bhargava201728785034
FOLR1	0.0	0.0	1.1062897979224362	0.0	0.0	0.0	0.0	0.0	1.1062897979224362	PROTEOMICS/MASSSPEC: Bhargava201728785034
ARHGDIB	0.0	0.0	1.1060270232831353	0.0	0.0	0.0	0.0	0.0	1.1060270232831353	PROTEOMICS/MASSSPEC: Bhargava201728785034
H2BU1	0.0	0.0	1.1057642606737212	0.0	0.0	0.0	0.0	0.0	1.1057642606737212	PROTEOMICS/MASSSPEC: Bhargava201728785034
PLIN3	0.0	0.0	1.1052387676752258	0.0	0.0	0.0	0.0	0.0	1.1052387676752258	PROTEOMICS/MASSSPEC: Bhargava201728785034
CD5L	0.0	0.0	1.104976035547519	0.0	0.0	0.0	0.0	0.0	1.104976035547519	PROTEOMICS/MASSSPEC: Bhargava201728785034
C1QB	0.0	0.0	1.1047133119596821	0.0	0.0	0.0	0.0	0.0	1.1047133119596821	PROTEOMICS/MASSSPEC: Bhargava201728785034
C4A	0.0	0.0	1.1044505962106288	0.0	0.0	0.0	0.0	0.0	1.1044505962106288	PROTEOMICS/MASSSPEC: Bhargava201728785034
UGP2	0.0	0.0	1.1041878876568292	0.0	0.0	0.0	0.0	0.0	1.1041878876568292	PROTEOMICS/MASSSPEC: Bhargava201728785034
C2	0.0	0.0	1.103925185707584	0.0	0.0	0.0	0.0	0.0	1.103925185707584	PROTEOMICS/MASSSPEC: Bhargava201728785034
PLK5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699736239616	1.067699736239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AC092329.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676997262396157	1.0676997262396157	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
ARHGEF33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676997162396158	1.0676997162396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
REG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676997062396159	1.0676997062396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TAS2R30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699696239616	1.067699696239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
ZNF521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996862396158	1.0676996862396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TRIM25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996762396158	1.0676996762396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
BICDL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996662396159	1.0676996662396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
MTND3P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699656239616	1.067699656239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
NLRP12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996462396158	1.0676996462396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
IRAG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996362396158	1.0676996362396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
C5orf67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699626239616	1.067699626239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
NAP1L4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996162396157	1.0676996162396157	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
NPIPB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676996062396158	1.0676996062396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
LYVE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995962396159	1.0676995962396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
RPLP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699586239616	1.067699586239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
NPIPB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995762396158	1.0676995762396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
RPL32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995662396158	1.0676995662396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AC099489.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995562396159	1.0676995562396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
PLXNC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699546239616	1.067699546239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
H2BC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995262396158	1.0676995262396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AREL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699516239616	1.067699516239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
IMPDH1P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676995062396157	1.0676995062396157	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
HOMER2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994962396158	1.0676994962396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AC021106.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994862396159	1.0676994862396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TBC1D14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699476239616	1.067699476239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
P4HTM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994662396158	1.0676994662396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
SNAP23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994562396158	1.0676994562396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
H2AB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699436239616	1.067699436239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TRBV13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994262396158	1.0676994262396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
MYDGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676994162396158	1.0676994162396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
MTCO3P23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699406239616	1.067699406239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
PRRT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993962396157	1.0676993962396157	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
ZNF875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993862396158	1.0676993862396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TPM3P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993762396159	1.0676993762396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
LILRA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993562396158	1.0676993562396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
SULT1B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993462396158	1.0676993462396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
ACSL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993362396159	1.0676993362396159	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
TLR8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067699326239616	1.067699326239616	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AC120114.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0676993162396158	1.0676993162396158	TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
ASB3	1.0522474479810004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0522474479810004	GWAS/GENOTYPING: Liao202134556700_gwas
GPR75	1.0518588231278803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0518588231278803	GWAS/GENOTYPING: Liao202134556700_gwas
MIR3682	1.0514701982747598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0514701982747598	GWAS/GENOTYPING: Liao202134556700_gwas
ERLEC1	1.0510815734216397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0510815734216397	GWAS/GENOTYPING: Liao202134556700_gwas
LLGL1	1.0506929485685195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0506929485685195	GWAS/GENOTYPING: Liao202134556700_gwas
S100A10	1.0503043237153993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0503043237153993	GWAS/GENOTYPING: Liao202134556700_gwas
NBPF18P	1.0495270740091587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0495270740091587	GWAS/GENOTYPING: Liao202134556700_gwas
TRAF7	1.0491384491560385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0491384491560385	GWAS/GENOTYPING: Liao202134556700_gwas
ICE2	1.0487498243029183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0487498243029183	GWAS/GENOTYPING: Liao202134556700_gwas
FLII	1.0483611994497979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0483611994497979	GWAS/GENOTYPING: Liao202134556700_gwas
LINC01619	1.0479725745966777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0479725745966777	GWAS/GENOTYPING: Liao202134556700_gwas
PSME4	1.0475839497435575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0475839497435575	GWAS/GENOTYPING: Liao202134556700_gwas
BOLA3	1.0471953248904373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0471953248904373	GWAS/GENOTYPING: Liao202134556700_gwas
BTG1	1.046806700037317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.046806700037317	GWAS/GENOTYPING: Liao202134556700_gwas
PLAC9	1.0464180751841967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0464180751841967	GWAS/GENOTYPING: Liao202134556700_gwas
SNORD60	1.0460294503310765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0460294503310765	GWAS/GENOTYPING: Liao202134556700_gwas
ANXA11	1.0456408254779563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0456408254779563	GWAS/GENOTYPING: Liao202134556700_gwas
CHAC2	1.045252200624836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.045252200624836	GWAS/GENOTYPING: Liao202134556700_gwas
RAB26	1.0448635757717157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0448635757717157	GWAS/GENOTYPING: Liao202134556700_gwas
CFAP95	1.0444749509185955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0444749509185955	GWAS/GENOTYPING: Liao202134556700_gwas
MIR3131	1.0440863260654754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0440863260654754	GWAS/GENOTYPING: Liao202134556700_gwas
LYRM7	1.043697701212355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.043697701212355	GWAS/GENOTYPING: Liao202134556700_gwas
MIR922	1.0433090763592348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0433090763592348	GWAS/GENOTYPING: Liao202134556700_gwas
KCNJ6	1.0429204515061146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0429204515061146	GWAS/GENOTYPING: Liao202134556700_gwas
HINT1	1.0425318266529944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0425318266529944	GWAS/GENOTYPING: Liao202134556700_gwas
MIEF2	1.042143201799874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.042143201799874	GWAS/GENOTYPING: Liao202134556700_gwas
TYW1	1.0417545769467538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0417545769467538	GWAS/GENOTYPING: Liao202134556700_gwas
PPM1J	1.0413659520936336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0413659520936336	GWAS/GENOTYPING: Liao202134556700_gwas
MAP7	1.0409773272405134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0409773272405134	GWAS/GENOTYPING: Liao202134556700_gwas
ALKBH5	1.040588702387393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.040588702387393	GWAS/GENOTYPING: Liao202134556700_gwas
IHH	1.0402000775342728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0402000775342728	GWAS/GENOTYPING: Liao202134556700_gwas
CDRT15P3	1.0398114526811526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398114526811526	GWAS/GENOTYPING: Liao202134556700_gwas
TAFA3	1.0394228278280324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0394228278280324	GWAS/GENOTYPING: Liao202134556700_gwas
EIF3B	1.039034202974912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.039034202974912	GWAS/GENOTYPING: Liao202134556700_gwas
TET3	1.0386455781217918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0386455781217918	GWAS/GENOTYPING: Liao202134556700_gwas
S1PR3	1.0382569532686716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0382569532686716	GWAS/GENOTYPING: Liao202134556700_gwas
MIR4650-2	1.0378683284155514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0378683284155514	GWAS/GENOTYPING: Liao202134556700_gwas
SMIM20	1.037479703562431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.037479703562431	GWAS/GENOTYPING: Liao202134556700_gwas
MIR4650-1	1.0370910787093108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0370910787093108	GWAS/GENOTYPING: Liao202134556700_gwas
ZNF605	1.0367024538561906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0367024538561906	GWAS/GENOTYPING: Liao202134556700_gwas
CHMP7	1.0363138290030705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0363138290030705	GWAS/GENOTYPING: Liao202134556700_gwas
CASKIN1	1.03592520414995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03592520414995	GWAS/GENOTYPING: Liao202134556700_gwas
MGC72080	1.0355365792968299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0355365792968299	GWAS/GENOTYPING: Liao202134556700_gwas
LOC101928530	1.0351479544437097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0351479544437097	GWAS/GENOTYPING: Liao202134556700_gwas
RBM15	1.0347593295905895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0347593295905895	GWAS/GENOTYPING: Liao202134556700_gwas
FAM216B	1.034370704737469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.034370704737469	GWAS/GENOTYPING: Liao202134556700_gwas
CHST12	1.0339820798843489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0339820798843489	GWAS/GENOTYPING: Liao202134556700_gwas
MIR4429	1.0335934550312287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0335934550312287	GWAS/GENOTYPING: Liao202134556700_gwas
LOC440600	1.0332048301781085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0332048301781085	GWAS/GENOTYPING: Liao202134556700_gwas
MIR6124	1.032816205324988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032816205324988	GWAS/GENOTYPING: Liao202134556700_gwas
PATE4	1.032427580471868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032427580471868	GWAS/GENOTYPING: Liao202134556700_gwas
FAM180A	1.0320389556187477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0320389556187477	GWAS/GENOTYPING: Liao202134556700_gwas
RAPGEF4	1.0316503307656275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0316503307656275	GWAS/GENOTYPING: Liao202134556700_gwas
WASHC2C	1.0312617059125073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0312617059125073	GWAS/GENOTYPING: Liao202134556700_gwas
CPB1	1.030873081059387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.030873081059387	GWAS/GENOTYPING: Liao202134556700_gwas
MRPL48	1.0304844562062667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0304844562062667	GWAS/GENOTYPING: Liao202134556700_gwas
FKBP5	0.0	0.0	0.0	0.0	0.0	0.0	1.0302624446891613	0.0	1.0302624446891613	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SNX3	0.0	0.0	0.0	0.0	0.0	0.0	1.0302615690698866	0.0	1.0302615690698866	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
DLD	0.0	0.0	0.0	0.0	0.0	0.0	1.0302606934506129	0.0	1.0302606934506129	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SNHG5	0.0	0.0	0.0	0.0	0.0	0.0	1.0302598178313394	0.0	1.0302598178313394	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
UNC45A	0.0	0.0	0.0	0.0	0.0	0.0	1.0302589422120656	0.0	1.0302589422120656	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
NDUFAF1	0.0	0.0	0.0	0.0	0.0	0.0	1.030258066592792	0.0	1.030258066592792	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ATP6AP2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302571909735183	0.0	1.0302571909735183	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
COA6	0.0	0.0	0.0	0.0	0.0	0.0	1.0302563153542446	0.0	1.0302563153542446	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LEPROT	0.0	0.0	0.0	0.0	0.0	0.0	1.030255439734971	0.0	1.030255439734971	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LTB4R	0.0	0.0	0.0	0.0	0.0	0.0	1.0302545641156973	0.0	1.0302545641156973	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TERF2IP	0.0	0.0	0.0	0.0	0.0	0.0	1.0302536884964237	0.0	1.0302536884964237	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ERH	0.0	0.0	0.0	0.0	0.0	0.0	1.03025281287715	0.0	1.03025281287715	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LMNB2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302519372578762	0.0	1.0302519372578762	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
UQCRC2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302510616386027	0.0	1.0302510616386027	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ARHGAP19	0.0	0.0	0.0	0.0	0.0	0.0	1.030250186019329	0.0	1.030250186019329	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
THOP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302493104000554	0.0	1.0302493104000554	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TUBB2B	0.0	0.0	0.0	0.0	0.0	0.0	1.0302484347807817	0.0	1.0302484347807817	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CYP2R1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302475591615081	0.0	1.0302475591615081	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
NUDT3	0.0	0.0	0.0	0.0	0.0	0.0	1.0302466835422344	0.0	1.0302466835422344	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
THBS1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302458079229606	0.0	1.0302458079229606	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ALCAM	0.0	0.0	0.0	0.0	0.0	0.0	1.030244932303687	0.0	1.030244932303687	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ARL6IP5	0.0	0.0	0.0	0.0	0.0	0.0	1.0302440566844133	0.0	1.0302440566844133	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ETFB	0.0	0.0	0.0	0.0	0.0	0.0	1.0302431810651398	0.0	1.0302431810651398	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PARP8	0.0	0.0	0.0	0.0	0.0	0.0	1.030242305445866	0.0	1.030242305445866	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
GFOD1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302414298265923	0.0	1.0302414298265923	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CD1B	0.0	0.0	0.0	0.0	0.0	0.0	1.0302405542073187	0.0	1.0302405542073187	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
RNF130	0.0	0.0	0.0	0.0	0.0	0.0	1.030239678588045	0.0	1.030239678588045	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SERPINH1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302388029687715	0.0	1.0302388029687715	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ADORA3	0.0	0.0	0.0	0.0	0.0	0.0	1.0302370517302242	0.0	1.0302370517302242	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PALLD	0.0	0.0	0.0	0.0	0.0	0.0	1.0302361761109504	0.0	1.0302361761109504	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SF1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302353004916767	0.0	1.0302353004916767	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TIMM22	0.0	0.0	0.0	0.0	0.0	0.0	1.0302344248724031	0.0	1.0302344248724031	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
VSIG4	0.0	0.0	0.0	0.0	0.0	0.0	1.0302335492531294	0.0	1.0302335492531294	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CARD16	0.0	0.0	0.0	0.0	0.0	0.0	1.0302326736338558	0.0	1.0302326736338558	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PRKCE	0.0	0.0	0.0	0.0	0.0	0.0	1.030231798014582	0.0	1.030231798014582	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CD1A	0.0	0.0	0.0	0.0	0.0	0.0	1.0302309223953083	0.0	1.0302309223953083	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CZIB	0.0	0.0	0.0	0.0	0.0	0.0	1.0302300467760348	0.0	1.0302300467760348	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TSC22D3	0.0	0.0	0.0	0.0	0.0	0.0	1.030229171156761	0.0	1.030229171156761	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MYOM2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302282955374875	0.0	1.0302282955374875	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
FAM83D	0.0	0.0	0.0	0.0	0.0	0.0	1.0302274199182138	0.0	1.0302274199182138	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CD274	0.0	0.0	0.0	0.0	0.0	0.0	1.0302265442989402	0.0	1.0302265442989402	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KLRB1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302256686796665	0.0	1.0302256686796665	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MTF1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302247930603927	0.0	1.0302247930603927	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CHTF18	0.0	0.0	0.0	0.0	0.0	0.0	1.0302239174411192	0.0	1.0302239174411192	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PIM1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302230418218454	0.0	1.0302230418218454	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TMEM144	0.0	0.0	0.0	0.0	0.0	0.0	1.030222166202572	0.0	1.030222166202572	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
