gene	Bime201829425463	Christie201222295056	GuillenGuio202031982041	Liao202134556700_gwas	Meyer201121257790	Meyer201323449693	Tejera201223048207	Shortt201425372662	Xu202134268393	Bhargava201428856588	Bhargava201728785034	Bowler200414742308	Chang200818658106	Chen201324041686	Chen201627095254	Dong201323773529	Mirchandani202235624205_prot	Nguyen201323505561	Batra202236121875	Ren201627565730	Sarma20220_prot	Bos201930645145	Dolinay201222461369	Howrylak200919174476	Juss201627064380	Kangelaris201525795726	Kovach201525849954	Lu201729151698	Martucci202133375484	Mirchandani202235624205_trans	Morrell201829769438	Morrell201930990758	Nick201627606687	Wang200818203972	Zhu201728856588	Englert201930665420	Liao202134556700_trans	Sarma20220_bulk	Scheller201930239899	Zhang202133747181	Zhang202235804020	Jiang202032554932	Sarma20220_sc	maic_score	contributors
CLIC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5130009116717686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.316572995872639	0.0	0.0	0.0	0.0	0.0	2.8295739075444075	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
TOP2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5144429220435145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31500774553115	0.0	0.0	0.0	0.0	0.0	2.8294506675746645	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FUCA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.520634174981713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.308679809117695	0.0	0.0	0.0	0.0	0.0	2.829313984099408	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ZNF518B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5102097241532348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3189672110331407	0.0	0.0	0.0	0.0	0.0	2.829176935186376	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SERPINB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5151170758076382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3140552083167567	0.0	0.0	0.0	0.0	0.0	2.829172284124395	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
EI24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5134501098263289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3151107225273004	0.0	0.0	0.0	0.0	0.0	2.828560832353629	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RANBP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5138359411465232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.314678219143468	0.0	0.0	0.0	0.0	0.0	2.8285141602899913	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PLIN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5209158418647073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.307408043215235	0.0	0.0	0.0	0.0	0.0	2.8283238850799424	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PPA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.509584398766311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3186531311948815	0.0	0.0	0.0	0.0	0.0	2.8282375299611924	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UBA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.509684418922367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3184008375543124	0.0	0.0	0.0	0.0	0.0	2.8280852564766796	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ZNRD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5108792250072154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3171702624503125	0.0	0.0	0.0	0.0	0.0	2.8280494874575277	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SDHC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5136964561602881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3140449106171417	0.0	0.0	0.0	0.0	0.0	2.82774136677743	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RSU1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5107598851128161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3168201406634006	0.0	0.0	0.0	0.0	0.0	2.827580025776217	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ZNF875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5194220009958743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3081338670221228	0.0	0.0	0.0	0.0	0.0	0.0	2.8275558680179973	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Liao202134556700_trans
AZIN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5105269634374883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3167789498649403	0.0	0.0	0.0	0.0	0.0	2.8273059133024283	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FAM162A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.520220194070178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.306970390981595	0.0	0.0	0.0	0.0	0.0	2.827190585051773	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RBM14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5210584071701236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3060744911150848	0.0	0.0	0.0	0.0	0.0	2.8271328982852086	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
C5AR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5232885968711376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3033558984167086	0.0	0.0	0.0	0.0	0.0	2.8266444952878462	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DDX24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5191644969836846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3074543828635028	0.0	0.0	0.0	0.0	0.0	2.8266188798471874	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MICALL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5104321319165646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3159963246941957	0.0	0.0	0.0	0.0	0.0	2.8264284566107603	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UHRF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5127713699707699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3135403233360037	0.0	0.0	0.0	0.0	0.0	2.8263116933067733	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FAM131A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5118164463525852	0.0	0.0	0.0	0.0	0.0	0.0	1.4898056815005978	0.0	0.0	0.0	0.0	0.0	1.3143538416055935	0.0	0.0	0.0	0.0	0.0	2.8261702879581785	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MRFAP1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5178208942628866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.308262752283285	0.0	0.0	0.0	0.0	0.0	2.826083646546172	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PHF21A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.519335699333943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3066099714950679	0.0	0.0	0.0	0.0	0.0	2.825945670829011	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SSR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.511186227066567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3147039633925055	0.0	0.0	0.0	0.0	0.0	2.8258901904590727	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
TREX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5164510063825898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.309241033746716	0.0	0.0	0.0	0.0	0.0	2.8256920401293057	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SLC45A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5165215854120488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.308757041864808	0.0	0.0	0.0	0.0	0.0	2.825278627276857	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
KLHL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5195960180460961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3056471365810598	0.0	0.0	0.0	0.0	0.0	2.825243154627156	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PECAM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5098203408227777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3154093558161373	0.0	0.0	0.0	0.0	0.0	2.8252296966389148	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
COPS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5135315567457124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.311104917377042	0.0	0.0	0.0	0.0	0.0	2.8246364741227543	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SRP68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.517361426950026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3072432800213942	0.0	0.0	0.0	0.0	0.0	2.82460470697142	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MYH11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.514120661815934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31035833415495	0.0	0.0	0.0	0.0	0.0	2.824478995970884	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
WDR73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51046990999862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3140037198186814	0.0	0.0	0.0	0.0	0.0	2.8244736298173017	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MPND	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5093255138506303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3146164329457777	0.0	0.0	0.0	0.0	0.0	2.823941946796408	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RSAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5085853611592335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3152497414721038	0.0	0.0	0.0	0.0	0.0	2.823835102631337	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SH2B3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5180168058627022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3057346670277878	0.0	0.0	0.0	0.0	0.0	2.82375147289049	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SEMG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5121860085847287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3109453030330085	0.0	0.0	0.0	0.0	0.0	2.823131311617737	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
IRF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5135588536069142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3094675831382472	0.0	0.0	0.0	0.0	0.0	2.8230264367451614	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FMR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.509169333099615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3138132123758028	0.0	0.0	0.0	0.0	0.0	2.822982545475418	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
LYSMD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5089428752765714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3138595520240706	0.0	0.0	0.0	0.0	0.0	2.8228024273006422	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SCRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5175510522944788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3052403774462649	0.0	0.0	0.0	0.0	0.0	2.822791429740744	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CIITA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5168077692706385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.305796453225478	0.0	0.0	0.0	0.0	0.0	2.8226042224961168	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RBM8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50865493487213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3138698497236856	0.0	0.0	0.0	0.0	0.0	2.8225247845958155	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
EP400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5166281758696762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3058582394231684	0.0	0.0	0.0	0.0	0.0	2.8224864152928446	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SMYD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5136687858731999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3086746602678876	0.0	0.0	0.0	0.0	0.0	2.8223434461410877	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SNU13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5102462903747416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.312057454591435	0.0	0.0	0.0	0.0	0.0	2.8223037449661765	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
GFI1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5184572980850295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3037317644526585	0.0	0.0	0.0	0.0	0.0	2.8221890625376878	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
HAX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5155021427369484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3066408645939132	0.0	0.0	0.0	0.0	0.0	2.8221430073308618	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DDIAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5142367342856442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3075522110098459	0.0	0.0	0.0	0.0	0.0	2.82178894529549	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MEAF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5098547854174345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3115374207608745	0.0	0.0	0.0	0.0	0.0	2.821392206178309	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
NAA35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5098375397244883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3114189972153012	0.0	0.0	0.0	0.0	0.0	2.8212565369397895	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ECHS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5103945585665315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3106415208943643	0.0	0.0	0.0	0.0	0.0	2.821036079460896	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
